match_no,Innings,over,ball,batsman,batting_hand,bowler,bowling_hand,bowling_type,pace_or_spin,runs_off_bat,extras,is_wicket,Wicket_type,is_boundary,team1_batting_first,team2_batting_second,team1_score,team1_wickets,team2_score,team2_wickets,extra_type,
1,1,0,1,Lochan S Gowda,Right,M Reddy,Right,fast,pace,6,1,FALSE,,FALSE,Mangaluru Dragons,Gulbarga Mystics,180,8,147,10,NB,
1,1,0,1,Lochan S Gowda,Right,M Reddy,Right,fast,pace,4,0,FALSE,,TRUE,Mangaluru Dragons,Gulbarga Mystics,180,8,147,10,,
1,1,0,2,Lochan S Gowda,Right,M Reddy,Right,fast,pace,0,2,FALSE,,FALSE,Mangaluru Dragons,Gulbarga Mystics,180,8,147,10,LB,
1,1,0,3,Lochan S Gowda,Right,M Reddy,Right,fast,pace,2,0,FALSE,,FALSE,Mangaluru Dragons,Gulbarga Mystics,180,8,147,10,,
1,1,0,4,Lochan S Gowda,Right,M Reddy,Right,fast,pace,0,0,FALSE,,FALSE,Mangaluru Dragons,Gulbarga Mystics,180,8,147,10,,
1,1,0,5,Lochan S Gowda,Right,M Reddy,Right,fast,pace,0,0,FALSE,,FALSE,Mangaluru Dragons,Gulbarga Mystics,180,8,147,10,,
1,1,0,6,Lochan S Gowda,Right,M Reddy,Right,fast,pace,0,1,FALSE,,FALSE,Mangaluru Dragons,Gulbarga Mystics,180,8,147,10,NB,
1,1,0,6,Lochan S Gowda,Right,M Reddy,Right,fast,pace,4,0,FALSE,,TRUE,Mangaluru Dragons,Gulbarga Mystics,180,8,147,10,,
1,1,1,1,Sharath BR,Right,V Vijaykumar,Right,fast,pace,0,0,FALSE,,FALSE,Mangaluru Dragons,Gulbarga Mystics,180,8,147,10,,
1,1,1,2,Sharath BR,Right,V Vijaykumar,Right,fast,pace,0,0,FALSE,,FALSE,Mangaluru Dragons,Gulbarga Mystics,180,8,147,10,,
1,1,1,3,Sharath BR,Right,V Vijaykumar,Right,fast,pace,0,0,FALSE,,FALSE,Mangaluru Dragons,Gulbarga Mystics,180,8,147,10,,
1,1,1,4,Sharath BR,Right,V Vijaykumar,Right,fast,pace,1,0,FALSE,,FALSE,Mangaluru Dragons,Gulbarga Mystics,180,8,147,10,,
1,1,1,5,Lochan S Gowda,Right,V Vijaykumar,Right,fast,pace,0,1,FALSE,,FALSE,Mangaluru Dragons,Gulbarga Mystics,180,8,147,10,Wide,
1,1,1,5,Lochan S Gowda,Right,V Vijaykumar,Right,fast,pace,0,0,FALSE,,FALSE,Mangaluru Dragons,Gulbarga Mystics,180,8,147,10,,
1,1,1,6,Lochan S Gowda,Right,V Vijaykumar,Right,fast,pace,0,1,FALSE,,FALSE,Mangaluru Dragons,Gulbarga Mystics,180,8,147,10,Wide,
1,1,1,6,Lochan S Gowda,Right,V Vijaykumar,Right,fast,pace,1,0,FALSE,,FALSE,Mangaluru Dragons,Gulbarga Mystics,180,8,147,10,,
1,1,2,1,Lochan S Gowda,Right,L Kaushal,Left,fast,pace,0,0,FALSE,,FALSE,Mangaluru Dragons,Gulbarga Mystics,180,8,147,10,,
